# AZMP_SST_Monthly.dat   2020-03-21 11:43
# Peter Galbraith <Peter.Galbraith@dfo-mpo.gc.ca>
#
# SST averaged monthly over AE regions.
#
# col  1: Year
# col  2: Month
#
# col  3: SST in NAFO 2G
# col  4: SST in NAFO 2H
# col  5: SST in NAFO 2J
# col  6: SST in NAFO 3K 
# col  7: SST in NAFO 3L
# col  8: SST in NAFO 3M
# col  9: SST in NAFO 3N
# col 10: SST in NAFO 3O
# col 11: SST in NAFO 3P
# col 12: SST in GSL
# col 13: SST in Estuary
# col 14: SST in NAFO 4Vn
# col 15: SST in NAFO 4Vs
# col 17: SST in NAFO 4W
# col 18: SST in NAFO 4X SS
# col 19: SST in NAFO 4X eGdM+BdF
# col 20: SST standardized anomaly in NAFO 2G
# col 21: SST standardized anomaly in NAFO 2H
# col 22: SST standardized anomaly in NAFO 2J
# col 23: SST standardized anomaly in NAFO 3K
# col 24: SST standardized anomaly in NAFO 3L 
# col 25: SST standardized anomaly in NAFO 3M 
# col 26: SST standardized anomaly in NAFO 3N
# col 27: SST standardized anomaly in NAFO 3O
# col 28: SST standardized anomaly in NAFO 3P
# col 29: SST standardized anomaly in GSL
# col 30: SST standardized anomaly in Estuary
# col 31: SST standardized anomaly in NAFO 4Vn
# col 32: SST standardized anomaly in NAFO 4Vs
# col 33: SST standardized anomaly in NAFO 4W
# col 34: SST standardized anomaly in NAFO 4X SS
# col 35: SST standardized anomaly in NAFO 4X eGdM+BdF
#
# Missing value parameter: -99
#Yr  Mn    2G    2H    2J    3K    3L    3M    3N    3O    3P   GSL   Est   4Vn   4Vs    4W  4XSS 4XeGdM   2J    3K    3L    3M    3N    3O    3P   GSL   Est   4Vn   4Vs    4W  4XSS 4XeGdM
2017 01   -99   -99   -99   -99  0.31   -99  1.68  3.23  1.67   -99   -99  1.48  2.70  4.10  3.60  5.43   -99   -99 -0.21   -99 -0.49  0.08  0.09   -99   -99  0.54  0.71  1.16  0.99  1.34
2017 02   -99   -99   -99   -99   -99   -99  0.84  2.23   -99   -99   -99 -0.24  1.68  2.92  1.89  3.29   -99   -99   -99   -99 -0.74  0.14   -99   -99   -99  0.17  0.64  1.25  0.66  0.60
2017 03   -99   -99   -99   -99 -1.19   -99  0.27  1.47  0.14   -99 -1.30 -1.17  0.64  1.44  0.89  2.97   -99   -99 -1.51   -99 -0.79 -0.14 -0.15   -99 -0.81 -0.64  0.05  0.14 -0.02  0.66
2017 04   -99   -99   -99 -1.25 -0.42  4.29  1.29  2.10  1.03 -0.26  0.98  0.16  2.05  2.40  1.53  3.14   -99 -0.90 -0.97  0.39 -0.50 -0.32  0.11 -0.24 -0.25 -0.05  0.75  0.25 -0.42 -0.11
2017 05   -99   -99   -99   -99  0.79  5.32  2.30  3.55  2.97  3.33  4.81  2.94  3.93  5.26  5.50  5.99   -99   -99 -0.91  0.04 -1.26 -1.05 -0.14  0.24  0.33  0.25  0.25  0.45  0.61  0.43
2017 06  0.50   -99  1.73  2.22  2.88  5.70  3.90  6.25  6.02  8.98  9.15  7.75  6.91  8.60  9.41  9.04 -0.15 -1.11 -1.83 -1.81 -3.11 -2.05 -1.09  0.64  0.94  0.13 -1.07 -0.56  0.04  0.38
2017 07  2.33  4.67  5.35  7.89  9.72  9.70 11.64 13.23 12.28 13.99  9.86 15.44 14.63 15.17 14.36 12.59  0.05  0.22 -0.01 -1.58 -1.35 -0.73 -0.28  0.38 -0.83  1.59  0.65  0.22  0.12  0.35
2017 08  3.02  5.36  7.55 10.78 13.30 13.29 14.40 16.24 16.47 15.40  9.45 18.27 18.20 18.42 17.25 13.87  0.17  0.39  0.65  0.28 -0.99 -0.62  0.53 -0.02 -0.80  1.05  0.71  0.44  0.84  0.18
2017 09  2.22  4.11  5.91  9.24 11.90 12.37 12.19 15.49 14.49 13.73  9.33 15.79 15.74 16.57 16.38 13.73  0.58  0.73  0.46 -0.22 -1.14  0.07  0.35  1.14  1.81  1.04 -0.03 -0.17  0.59  0.62
2017 10  0.83  1.56  2.23  4.43  7.10  9.19  7.87 12.22 11.52  8.87  5.31 11.93 13.35 15.00 15.79 13.19 -0.37 -0.58 -1.06 -1.13 -2.25 -0.19  0.85  0.55  0.88  1.17  1.13  1.48  2.53  1.53
2017 11 -0.39  0.33  0.78  1.99  4.28  7.30  5.17  8.60  8.20  4.61  1.85  7.43  9.57 11.31 12.24 11.18 -0.14 -0.18 -0.58 -1.00 -1.54 -0.24  1.35  0.28 -0.07  0.85  1.61  2.00  2.71  1.84
2017 12 -1.47 -1.13 -0.63  0.19  1.58  4.99  2.99  4.23   -99  0.93 -0.61  3.18  4.58   -99   -99   -99 -0.71 -0.56 -0.53 -1.17 -0.83 -1.14   -99 -0.63 -0.63 -0.04  0.01   -99   -99   -99
2018 01   -99   -99   -99   -99  0.10  3.41  1.30   -99   -99   -99   -99   -99   -99  3.71  3.54  5.88   -99   -99 -0.42 -0.93 -0.87   -99   -99   -99   -99   -99   -99  0.77  0.93  1.79
2018 02   -99   -99   -99   -99 -0.51  2.73  0.66  2.47  0.92   -99   -99   -99  1.25  3.10  2.13  3.96   -99   -99 -0.73 -1.07 -0.92  0.38  0.14   -99   -99   -99  0.21  1.43  0.90  1.27
2018 03   -99   -99   -99   -99 -0.78  2.95  0.35  2.13  0.46 -1.42 -1.30 -0.94  1.22  2.79  2.73  3.36   -99   -99 -1.10 -0.72 -0.71  0.52  0.17 -0.39 -0.81 -0.41  0.63  1.49  1.82  1.05
2018 04   -99   -99   -99 -1.43 -0.54  2.49  1.10  2.76  1.03 -0.79  0.05 -0.15  2.15  3.68  3.24  4.08   -99 -1.08 -1.09 -1.41 -0.69  0.34  0.11 -0.77 -1.18 -0.36  0.85  1.53  1.29  0.83
2018 05   -99   -99 -0.72 -0.18  1.28  3.69  3.44  5.03  3.13  2.46  4.27  2.19  4.04  5.79  6.03  6.57 -1.01 -0.96 -0.42 -1.59 -0.12  0.43  0.02 -0.63 -0.21 -0.50  0.36  0.98  1.14  1.01
2018 06   -99  0.59  0.34  1.52  2.60  5.51  4.64  5.84  5.28  6.83  8.01  5.78  6.44  8.60  9.15  9.72 -1.54 -1.81 -2.11 -2.00 -2.37 -2.46 -1.83 -1.51 -0.20 -1.84 -1.54 -0.56 -0.22  1.06
2018 07  1.29  3.58  5.03  7.34  7.30  8.31 13.26 13.88 10.54 13.56 10.67 13.57 12.13 14.72 15.38 14.01 -0.27 -0.33 -2.43 -2.97  0.27 -0.08 -2.02 -0.05 -0.02 -0.28 -1.85 -0.23  1.14  1.77
2018 08  2.68  5.51  6.60 11.15 13.76 14.38 17.24 19.03 17.22 16.54 10.92 19.57 19.21 19.81 18.43 16.35 -0.78  0.76  1.11  1.37  1.85  2.17  1.28  1.12  0.67  2.35  1.72  1.83  2.02  2.66
2018 09  1.82  2.95  3.80  8.25 12.10 14.01 13.53 16.52 15.24 12.84  7.88 16.13 17.58 18.61 18.41 15.36 -1.53 -0.26  0.66  1.42  0.20  1.10  1.10  0.25  0.36  1.38  1.81  1.87  2.62  2.25
2018 10  0.56  1.33  1.69  4.14  8.06 10.58  8.79 12.02 10.66  7.50  3.70 10.28 11.97 14.20 14.08 13.11 -0.91 -0.87 -0.10  0.26 -1.33 -0.39 -0.01 -0.82 -0.73 -0.48 -0.25  0.68  0.82  1.45
2018 11 -0.59   -99  0.24  1.30  2.97  5.34  5.35  6.27  5.12  3.02   -99  5.10  6.54  8.26  7.80  8.94 -0.68 -0.87 -1.89 -2.96 -1.36 -2.57 -1.73 -1.31   -99 -1.48 -1.42 -1.05 -1.73 -0.40
2018 12   -99   -99   -99   -99   -99  4.07  2.99  3.38  2.37  0.37 -1.37  1.69  3.52  4.43  4.18  5.50   -99   -99   -99 -2.09 -0.83 -1.99 -1.33 -1.19 -1.39 -1.53 -1.05 -1.25 -1.70 -1.28
2019 01   -99   -99   -99   -99  0.62  2.09  2.11  2.76  1.25   -99   -99  0.22  1.75  2.67  1.69  3.45   -99   -99  0.10 -2.25 -0.06 -0.39 -0.33   -99   -99 -0.72 -0.24 -0.27 -0.92 -0.64
2019 02   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99  1.00  1.05  2.74   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99 -0.67 -0.18  0.05
2019 03   -99   -99   -99   -99 -1.50  2.24 -0.41  0.81 -0.61   -99 -0.43 -1.39 -0.28  0.55 -0.06  2.31   -99   -99 -1.82 -1.43 -1.47 -0.80 -0.90   -99  0.06 -0.86 -0.87 -0.75 -0.97 -0.00
2019 04   -99   -99 -1.47 -1.56 -0.86  3.42  0.18  1.44 -0.11 -0.81  1.81 -0.77  0.63  1.60  1.60  3.50 -0.66 -1.21 -1.41 -0.48 -1.61 -0.98 -1.03 -0.79  0.58 -0.98 -0.67 -0.55 -0.35  0.25
2019 05   -99   -99   -99  0.20  0.61  3.74  2.35  3.40  2.52  2.77  5.20  2.16  2.57  4.05  4.59  5.51   -99 -0.58 -1.09 -1.54 -1.21 -1.20 -0.59 -0.32  0.72 -0.53 -1.11 -0.76 -0.30 -0.05
2019 06   -99   -99   -99  3.77  3.38   -99  5.84  7.04  6.61  8.52  8.84  7.30  7.33  8.74  8.58  8.30   -99  0.44 -1.33   -99 -1.17 -1.26 -0.50  0.18  0.63 -0.32 -0.65 -0.42 -0.79 -0.36
2019 07  2.62  4.44   -99  7.73  8.49  9.91 11.28 12.01 11.21 13.38 11.12 13.13 12.93 14.85 15.16 12.52   -99  0.06 -1.24 -1.37 -1.71 -1.95 -1.35 -0.23  0.43 -0.72 -1.05 -0.10  0.92  0.28
2019 08  3.70  5.71  6.78 10.61 13.33 12.87 15.27 16.83 16.60 16.31  9.79 18.45 18.10 18.72 17.58 14.21 -0.60  0.22  0.68 -0.14 -0.12 -0.03  0.66  0.89 -0.46  1.23  0.61  0.74  1.17  0.52
2019 09  2.70  3.99  4.56  7.63 11.24 13.63 13.33 15.14 12.56 10.50  6.78 11.21 13.18 13.69 14.31 13.28 -0.77 -0.88 -0.20  1.04 -0.00 -0.28 -1.58 -2.09 -0.74 -3.54 -2.59 -3.05 -1.48  0.17
2019 10  1.26  2.33  2.72  4.15  6.57  9.25  7.95 10.58  9.61  7.57  4.95  9.27 10.69 12.02 12.08 11.68  0.12 -0.86 -1.59 -1.07 -2.17 -1.83 -1.06 -0.75  0.52 -1.49 -1.53 -1.50 -1.18  0.02
2019 11   -99  0.85  1.20  2.49  4.56  8.13  5.37   -99   -99  4.26  1.62  6.92  8.77 10.38 10.47 10.36  0.28  0.32 -0.30 -0.17 -1.34   -99   -99 -0.07 -0.30  0.34  0.81  1.07  0.94  1.02
2019 12   -99   -99 -0.19   -99   -99   -99   -99   -99   -99  1.01 -0.98   -99   -99   -99  6.33   -99 -0.27   -99   -99   -99   -99   -99   -99 -0.55 -1.00   -99   -99   -99  0.45   -99
2020 01   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
2020 02   -99   -99   -99   -99   -99   -99   -99   -99  0.24   -99   -99   -99  0.96  1.37  1.39  3.56   -99   -99   -99   -99   -99   -99 -0.54   -99   -99   -99 -0.08 -0.30  0.16  0.87
2020 03   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99 -1.07   -99  1.04  2.01  1.35  3.53   -99   -99   -99   -99   -99   -99   -99   -99 -0.58   -99  0.45  0.71  0.44  1.22
